0.076842	1.744181	54.24107
0.140214	4.131624	75.613853
-0.08671	6.428422	103.382431
-3.451737	8.801266	186.927689
-4.584954	10.600323	220.199203
-5.623593	11.771968	253.106293
-6.830024	13.341395	292.295624
-7.903667	15.618069	328.866638
-9.449653	20.189934	386.72644
-10.635236	24.535143	434.720734
-11.836655	29.523603	486.772705
-13.006943	34.719528	536.633057
-14.24707	40.909157	594.498413
-15.873138	47.002804	657.350159
-17.40605	52.25507	713.129639
-19.07373	73.851227	894.466431
-18.94385	82.273087	959.220581
-17.577446	93.119949	1039.064575
-16.970581	102.505104	1110.617432
-22.595573	108.685776	1198.092041
-34.059425	109.269997	1282.046875
-50.288746	107.915054	1380.736816
-73.263138	99.895462	1474.13623
-104.669563	85.215302	1574.818359
-139.1987	68.135544	1677.28186
-168.137421	56.998497	1796.011963
-199.188614	44.754356	1913.399414
-303.504242	0.686199	2237.782471
-345.749725	-16.572918	2363.421631
-395.893829	-36.737251	2504.795166
-440.455627	-54.349957	2632.677246
-492.053162	-74.644234	2777.792969
-561.963318	-101.880302	2957.190186
-611.036926	-119.739677	3124.842285
-658.855835	-136.352066	3322.855713
-706.232544	-153.117386	3515.404785
-753.80304	-169.28363	3739.508789
-790.411133	-180.851501	3955.450439
-819.366272	-190.608353	4168.736328
-834.777161	-196.372711	4348.954102
-841.060486	-201.185501	4551.417969
-836.458191	-204.002121	4758.264648
-828.164612	-205.513855	4940.779785
-816.806396	-206.046005	5116.943359
-794.452576	-204.470642	5306.835449
-772.566895	-202.352249	5499.729492
-745.937256	-198.875824	5704.369629
-722.369385	-195.284882	5865.30957
-701.472046	-191.658844	6034.208496
-686.266357	-188.738846	6182.059082
-643.449951	-183.400879	6405.999512
-613.110352	-179.609634	6561.955078
-579.907959	-173.483704	6786.924805
-543.89032	-164.329346	7074.208984
-511.417084	-155.097168	7330.819824
-489.917297	-145.125809	7574.302734
-480.300995	-133.651016	7835.612305
-478.699432	-121.639328	8089.127441
-486.336517	-108.202866	8356.633789
-483.078796	-96.141479	8594.75
-471.923187	-81.136368	8875.105469
-460.588348	-69.386108	9086.56543
-444.721436	-55.789959	9328.927734
-432.106415	-45.132782	9512.588867
-420.720734	-30.837185	9743.229492
-409.954071	-19.171848	9928.135742
-392.038086	-4.852124	10157.86426
-372.871307	9.534673	10384.48535
-346.086945	23.287828	10612.62109
-316.137024	35.946804	10825.53906
-277.525085	48.092777	11041.79297
-234.15271	63.400383	11297.52441
-204.291718	78.105064	11517.17871
-178.791626	93.58873	11735.27246
-146.409454	110.620865	11973.71191
-109.295258	131.183578	12252.62402
-74.450981	149.598709	12497.74414
-39.398682	169.569275	12758.04199
-7.999716	188.350983	12997.02539
30.365547	206.840958	13231.53906
72.549278	226.142044	13472.96094
111.201874	245.359451	13707.61231
149.418869	267.394073	13969.27344
193.812225	294.49704	14283.76953
226.960403	315.278198	14520.42676
279.348907	344.399445	14849.3584
338.072083	382.452454	15267.04102
373.176666	408.827911	15548.53027
418.397552	442.74826	15905.15527
507.999603	488.706665	16379.83203
613.091614	539.08197	16889.64258
704.909119	579.40094	17290.76172
783.117859	613.58905	17627.4707
854.764832	653.867676	18010.76563
901.963501	686.510132	18313.46484
946.546814	726.651917	18676.23242
977.525391	760.4245	18975.70508
1001.7677	795.122803	19277.57031
1018.331177	826.420166	19545.47852
1074.245117	888.430542	20082.18555
1117.499878	934.228088	20475.91211
1146.403687	977.030945	20836.98828
1185.3125	1022.742249	21221.64063
1235.806519	1066.145264	21588.11328
1362.296143	1197.766602	22673.65039
1404.136597	1251.508423	23104.5918
1453.983398	1318.341553	23641.99023
1502.089233	1377.269409	24111.36133
1555.445557	1430.443604	24528.13867
1614.487671	1495.41687	25035.23633
1668.298218	1551.196777	25465.70117
1732.653809	1623.416382	26019.67188
1784.043335	1692.919189	26551.0293
1839.501343	1761.056641	27065.75586
1896.049805	1824.118042	27536.47266
1953.62561	1888.209351	28011.23438
2040.488281	1966.145264	28577.79297
2093.228516	2017.34375	28949.03516
2167.68335	2101.77832	29561.09961
2251.177734	2190.793457	30199
2329.731201	2267.26001	30740.26172
2397.705322	2336.818359	31230.50977
2516.101562	2432.715088	31893.62109
2615.77417	2520.174316	32496.56055
2722.053955	2611.045166	33114.03516
2818.899902	2687.827881	33626.61719
2921.144287	2774.815186	34209.5625
3007.798584	2859.64917	34785.20703
3084.947998	2929.566895	35251.39453
3175.1604	3016.342041	35835.66406
3233.978271	3079.325439	36274.50391
3293.157471	3142.78125	36716.00781
3384.340088	3231.523682	37325.0625
3480.765625	3310.093506	37844.04297
3563.217041	3377.326416	38291.11719
3680.075195	3465.167969	38852.52734
3799.282715	3552.625244	39403.51953
3911.891113	3642.634766	40000.23438
4060.474854	3759.250488	40760.70313
4167.02832	3849.114502	41376.39063
4259.313477	3932.669434	41975.33594
4348.986328	4011.400635	42525.45313
4435.649902	4084.562256	43015.38281
4529.942871	4166.681641	43583.80859
4611.983398	4239.378906	44106.35938
4692.589844	4314.786133	44693.08203
4764.294434	4380.724609	45199.23438
5026.513672	4595.687988	46626.27344
5140.524902	4685.533203	47175.32031
5262.120117	4781.523438	47764.36328
5378.25293	4878.386719	48416.44141
5486.541504	4973.30957	49120.29688
5582.160156	5061.547363	49822.89844
5659.358887	5134.204102	50406.875
5729.022461	5198.520996	50901.0625
5814.893555	5275.745605	51473.82031
5905.624023	5355.311035	52045.88672
5973.59668	5416.376465	52503.8125
6071.285645	5501.27832	53100.64453
6161.148926	5578.385742	53628.69141
6287.768555	5685.819824	54335.52344
6390.331055	5772.647461	54891.77344
6518.643555	5879.678711	55546.56641
6615.556152	5963.532227	56096.17969
6713.54541	6051.108398	56702.16797
6825.20459	6152.000488	57411.56641
6942.653809	6257.374512	58143.78516
7031.705078	6340.043457	58743.48438
7129.458008	6436.026855	59488.43359
7200.139648	6505.489746	60031.15234
7302.138184	6610.609375	60894.875
7377.474121	6688.61084	61535.17969
7461.078125	6769.816895	62158.58984
7557.243652	6860.893066	62837.23438
7652.109863	6955.565918	63584.74219
7724.327148	7029.21582	64179.17578
7792.911133	7103.260742	64814.72656
7852.84668	7165.90918	65341.46094
7935.537109	7257.770996	66156.42969
7997.521484	7323.37207	66728.03125
8074.480957	7398.958496	67336.16406
8147.247559	7469.730469	67904.32813
8231.550781	7553.543457	68616.26563
8318.607422	7638.787598	69333.26563
8423.861328	7740.750977	70167.96094
8507.049805	7820.23584	70802.60156
8607.230469	7913.903809	71514.3125
8701.341797	8000.813965	72186.11719
8824.351562	8113.636719	73012.36719
8920.214844	8200.874023	73681.21875
9012.125977	8283.723633	74346.47656
9104.261719	8366.611328	75004.73438
9196.139648	8448.77832	75686.39844
9285.575195	8528.569336	76365.89063
9388.320312	8619.802734	77173.6875
9463.472656	8684.545898	77839.55469
9519.15332	8729.926758	78410.75781
9606.577148	8803.74707	79229.92188
9715.983398	8900.514648	80152.32813
9805.537109	8981.922852	80874.14844
9888.130859	9058.291016	81517.20313
9984.900391	9148.064453	82279.25
10070.02734	9226.485352	82992.66406
10161.125	9310.967773	83775.54688
10366.96484	9503.233398	85655.0625
10443.72656	9574.398438	86432.20313
10508.34277	9631.805664	87222.53906
10582.6709	9699.875977	88092.20313
10632.31543	9744.763672	88729.58594
10677.82813	9785.549805	89354.91406
10728.61231	9832.31543	90038.13281
10779.42676	9881.145508	90681.77344
10849.32715	9944.821289	91694.0625
10914.22656	10005.72656	92610.14063
10973.93848	10065.82031	93385.78906
11033.24219	10127.93164	94121.69531
11096.14551	10196.17871	94867.8125
11152.62598	10258.4375	95525.82813
11217.0459	10329.33496	96279.24219
11281.52637	10399.18457	97042.47656
11345.69727	10465.5957	97851.78125
11405.73633	10525.57227	98635.6875
11467.85645	10585.37305	99479.77344
